"Metric","Detail1","Detail2","Detail3","Detail4","Data Date (MM/DD/YYYY)","GeographicLevel","GeographicName","Value_NUMBER","Units","MOST RECENT (1)","COVID Team","Source"
"Number of patients","ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","Central",5,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","Metro",72,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","Northeast",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","Northwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","South Central",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","Southeast",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","Southwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-05,"State","Minnesota",192,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","Central",11,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","Metro",143,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","Northeast",11,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","Northwest",5,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","South Central",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","Southeast",12,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","Southwest",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-05,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-05,"State","Minnesota",6397,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-05,"Regional Health Care","Central",583,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-05,"Regional Health Care","Metro",3886,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-05,"Regional Health Care","Northeast",498,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-05,"Regional Health Care","Northwest",139,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-05,"Regional Health Care","South Central",184,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-05,"Regional Health Care","Southeast",903,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-05,"Regional Health Care","Southwest",122,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-05,"Regional Health Care","West Central",82,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-06,"State","Minnesota",982,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","Central",76,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","Metro",643,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","Northeast",74,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","Northwest",11,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","South Central",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","Southeast",169,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","Southwest",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","West Central",4,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-06,"State","Minnesota",93,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","Central",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","Metro",73,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","Northeast",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","Northwest",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","South Central",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","Southeast",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","Southwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-06,"State","Minnesota",197,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","Central",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","Metro",147,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","Northeast",12,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","Northwest",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","South Central",12,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","Southeast",13,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","Southwest",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-06,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-06,"State","Minnesota",6511,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","Central",571,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","Metro",3882,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","Northeast",554,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","Northwest",137,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","South Central",206,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","Southeast",932,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","Southwest",145,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-06,"Regional Health Care","West Central",84,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-07,"State","Minnesota",951,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","Central",79,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","Metro",632,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","Northeast",74,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","Northwest",11,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","South Central",4,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","Southeast",146,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","Southwest",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","West Central",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-07,"State","Minnesota",86,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","Central",5,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","Metro",69,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","Northeast",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","Northwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","South Central",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","Southeast",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","Southwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-07,"State","Minnesota",196,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","Central",5,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","Metro",157,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","Northeast",11,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","Northwest",5,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","South Central",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","Southeast",10,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","Southwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-08-07,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-07,"State","Minnesota",6491,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","Central",576,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","Metro",3849,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","Northeast",586,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","Northwest",146,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","South Central",206,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","Southeast",935,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","Southwest",116,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-08-07,"Regional Health Care","West Central",77,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-08,"State","Minnesota",965,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-08,"Regional Health Care","Central",81,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-08,"Regional Health Care","Metro",629,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-08,"Regional Health Care","Northeast",72,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-08,"Regional Health Care","Northwest",11,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-08,"Regional Health Care","South Central",4,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-08-08,"Regional Health Care","Southeast",158,"patients",0,"Hospital Surge Capacity","Teletracking"
